../../data/months/201404.txt.extended,0.30,489,entropy,3,100,50,500,476500,1588333
../../data/months/201404.txt.extended,0.30,489,entropy,3,250,50,500,505700,1685666
../../data/months/201404.txt.extended,0.30,489,entropy,3,250,100,500,488500,1628333
../../data/months/201404.txt.extended,0.30,489,entropy,3,250,150,500,475900,1586333
../../data/months/201404.txt.extended,0.30,489,entropy,3,250,200,500,501400,1671333
../../data/months/201404.txt.extended,0.30,489,entropy,3,400,50,500,475400,1584666
../../data/months/201404.txt.extended,0.30,489,entropy,3,400,100,500,500600,1668666
../../data/months/201404.txt.extended,0.30,489,entropy,3,400,150,500,490700,1635666
../../data/months/201404.txt.extended,0.30,489,entropy,3,400,200,500,477000,1590000
../../data/months/201404.txt.extended,0.30,489,entropy,3,400,250,500,511800,1706000
../../data/months/201404.txt.extended,0.30,489,entropy,3,400,300,500,508000,1693333
../../data/months/201404.txt.extended,0.30,489,entropy,3,400,350,500,493300,1644333
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,50,500,490000,1633333
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,100,500,483600,1612000
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,150,500,473300,1577666
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,200,500,475200,1584000
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,250,500,462700,1542333
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,300,500,493200,1644000
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,350,500,470700,1569000
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,400,500,539000,1796666
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,450,500,524700,1749000
../../data/months/201404.txt.extended,0.30,489,entropy,3,550,500,500,483700,1612333
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,50,500,501400,1671333
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,100,500,499300,1664333
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,150,500,479800,1599333
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,200,500,489400,1631333
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,250,500,500600,1668666
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,300,500,538200,1794000
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,350,500,476900,1589666
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,400,500,531800,1772666
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,450,500,549600,1832000
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,500,500,506700,1689000
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,550,500,483000,1610000
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,600,500,478400,1594666
../../data/months/201404.txt.extended,0.30,489,entropy,3,700,650,500,458000,1526666
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,50,500,479600,1598666
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,100,500,479700,1599000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,150,500,478200,1594000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,200,500,512600,1708666
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,250,500,507200,1690666
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,300,500,503900,1679666
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,350,500,479700,1599000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,400,500,511700,1705666
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,450,500,514200,1714000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,500,500,522300,1741000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,550,500,460500,1535000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,600,500,469200,1564000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,650,500,531900,1773000
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,700,500,467500,1558333
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,750,500,471100,1570333
../../data/months/201404.txt.extended,0.30,489,entropy,3,850,800,500,428300,1427666
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,50,500,472500,1575000
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,100,500,481900,1606333
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,150,500,501400,1671333
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,200,500,458600,1528666
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,250,500,470500,1568333
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,300,500,480800,1602666
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,350,500,503400,1678000
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,400,500,492400,1641333
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,450,500,498200,1660666
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,500,500,466100,1553666
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,550,500,493500,1645000
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,600,500,483500,1611666
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,650,500,487600,1625333
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,700,500,465700,1552333
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,750,500,490800,1636000
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,800,500,448500,1495000
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,850,500,489600,1632000
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,900,500,441200,1470666
../../data/months/201404.txt.extended,0.30,489,entropy,3,1000,950,500,430000,1433333
../../data/months/201404.txt.extended,0.30,489,entropy,3,1150,50,500,485300,1617666
