['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2355800,6205
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2360400,6142
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2368200,6177
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2371000,6290
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2345800,6176
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2333300,6224
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2370400,6210
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2334200,6219
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2337000,6236
['../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.0', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.1', '../../data/data_no_master_historic/data_no_master_historic.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2319900,6233
