['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2347700,6402
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2318700,6500
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2343300,6433
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2353900,6365
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2333500,6442
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2334200,6409
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2322700,6498
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2350800,6353
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2332400,6453
['../../data/data_no_master/data_no_master.csv.removed.clean.fold.0', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.1', '../../data/data_no_master/data_no_master.csv.removed.clean.fold.2'],6233,entropy,6,250,50,150,2340200,6391
